marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,9403454,R16ACQCYMNDXPJ,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,great item great quality great shipment,"What a great product , I'm so happy ! The shipping was good In the right place ! Thank you people !",3/2/2015
US,9553727,RWHGY2CFR646M,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,A must have,Blackout housing is wicked cool. Satin black finish is awesome. Murdered out look makes it look so much better on a murdered out helmet. Only downside is not being able to see LEDs for recording or WiFi but a small price to pay for the coolest looking housing for a gopro. Highly recommended.,3/7/2015
US,9983365,RU10ILR321C7O,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,"Nice replacement case, so stealth I lost everything!",Great replacement....when on sale.  Probably not good to be left in the sun all day.,4/23/2015
US,10236685,R1K6H0QZ6XP8NV,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Black Houseing GoPro 3 HERO 3+,looks sweet and works smother than the stock housing. 5 stars,2/27/2015
US,10256115,RPJNC0647RD8X,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,"Bye, Bye Distracting Red Light",I like the blackout housing for many reasons. One of them is that I can now do shots where there may be reflective surfaces or mirrors that are in the shot and the flashing camera light isn't seen. That saves time editing the video if the light was too distracting for a particular shot.,9/22/2014
US,10432106,R354EWINRK87OC,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,4,0,0,N,Y,Any one who works in the documentary world should have ...,Any one who works in the documentary world should have this case supper discreet its the new case model<br /><br />Yet u loose a star for the price,10/9/2014
US,10565852,R21RKW17BVTWCG,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Great price for a gopro blackout case,"Authentic GoPro blackout case, no problems",3/24/2015
US,10832118,R39N3MDGG43MA,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,1,4,4,N,Y,Gopro Case Failure,I can't believe I can't find a GoPro case that doesn't break after the first use. if it isn't the hinge it's the clasp.,7/6/2015
US,11375881,R1TF1M9PZB1RZ3,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,absolutely beautiful,Beautiful case that comes with all the backdoors you will need and even some stickers to cover the screen to record without anyone knowing. A kinda ninja case.,2/26/2015
US,11670365,R1Z45V7NM76L5W,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Five Stars,If you like the stealth look it's the best case.,9/12/2014
US,11769844,R2TY8RGQZTIQL0,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Five Stars,Received real fast along with a couple of other GoPro devices.,5/1/2015
US,11929168,R2XU729LDHJT5T,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,It's like the Batman of all gopro housing,"This is definitely a head turner. It's like the Batman of all gopro housing. Aside from the sleek badass look of this housing, it's completely waterproof. Lost the top silver button(should probably knock off a star because of the durability) but it still keeps my Hero 3+ waterproof so very happy with this product.",7/28/2014
US,12137332,RJM975980NL63,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Great black housing,Fits how it should just like an OEM product and looks great. Feels really durable as well.,10/14/2014
US,12256046,R17BZEMA6PUU9U,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Five Stars,excelent,4/26/2015
US,12576757,R21BUK6E3NFX9W,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,1,N,Y,Five Stars,Fit great,10/31/2014
US,12691633,R2QN1LTLINPJF2,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,4,0,3,N,Y,Four Stars,Great for putting in public restrooms!,1/5/2015
US,12727031,R1JF4W5RQYJFBP,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,GoPro Hero 4 Black on black on black,Baller housing especially if you add 52mm lens adapter and a lens cover.  This thing probably wont ever come off of my GoPro Hero 4 Black on black on black,3/5/2015
US,12829022,R1VEDQDAGV24U7,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Classy look,Great classy look as well as less noticeable when using with nature photography. By no means camouflage but much better than shinny silver with flashing lights.,6/24/2015
US,13297900,R2I9ZG4KXC4B64,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Love it!,Hero 3 White fits snug. No problems with WiFi and the buttons function normal. I use this mainly for sportfishing. Came with both the waterproof and non waterproof doors and are easily swappable. The price is awesome compared to retail stores.,3/1/2015
US,13574440,R2RZHR55BG3TF4,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Overall very pleased with the blackout housing,"I use this with my Sportsman mount when hunting. Eliminates any glowing/flashing LED's. If there was anywhere for improvement, maybe a non-reflective lens. Overall very pleased with the blackout housing.",4/6/2015
US,13769348,R3AOOMIPD4QFSX,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,I'm the coolest kid on the block now!,"It's pretty cool. Fast shipping, item as described and everybody else likes it too.  I'm waiting for the Camo version. Make a different back for the LCD touch BacPac and I'll give it 6 stars.",3/19/2015
US,14219332,R3ODI67M699VXQ,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Five Stars,my gopro looks great.,4/17/2015
US,14715390,RWMZEK1LJABQM,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Five Stars,Excellent,7/24/2014
US,14852105,R3HA83QDLJX04M,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,1,N,Y,Five Stars,Amazing.,7/11/2014
US,14860467,R191ZF5B6C1VBH,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Great case!,"Best looking case on the market however, GoPro should have release the case with a black nut on the thumb screw.",6/22/2014
US,15172288,R2VOIRORUCS2NA,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,The way it should have been made,So far this is exactly what I wanted I feel like GoPro should have been made all black. Although I did experience my GoPro getting hotter than usual after recording for 20 mins. Will continue to monitor that.,9/19/2014
US,15571207,REV2VDHNX5FRC,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,3,1,1,N,Y,"Black color good, no room for big battery","Blackout color is great for using in my hunting blind, but there is NO WAY to put on the external battery. You are stuck with the small internal battery so if you are controlling it by remote, the battery life sucks. However, it does work well enough for my needs. I would buy skin wraps for the larger clear case next time.",12/29/2014
US,15810496,R2Y887XSGWV2QY,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,1,1,N,Y,Much better looking then original case.,"I does nothing for the camera except to make it look much better and also not as noticeable. I really like the matte look of this case, it doesn't reflect as much as the original case did. It's made by GoPro so everything is perfect fit wise, worked on every mount I own. It also comes with 2 backs. the waterproof back and open back for better audio.",3/22/2015
US,16002623,R3UETQ827XS7UK,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Dope,Dope,4/24/2015
US,16389886,R3UWZUJKJZTI00,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Works & Existing Doors DO Fit the Case,The case isn't built of plastic that is as thick or as rigid as the original case but it fits the camera fine. Comes with a solid back panel as well as an open back panel. This is for my Hero3+.<br /><br />Other reviews mention that the standard housing backs do not fit the case. That is incorrect. At first I thought that was the case but somehow in all of my go pro accessories some backs are wider than the camera case. In fact I have the extended battery on the back and it took a while to go through my inventory to find one that fit. I only have one GoPro but have amassed 16 separate backs not counting the two that came with this case. Have a skeletal housing that uses no back at all and the LCD Touch screen. (Never used since I can use the iPhone app to frame & alter settings via WiFi) Of course using a standard back means that you'll have a clear case with a black front housing.,5/12/2015
US,16434421,R34BWNBCID1MIY,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,1,15,23,N,Y,"Good concept, Epic Failure this time GoPro...","I bought this housing in the hopes that it would solve the issue of the other housings really standing out and being very reflective to light.  When I received it I was immediately very displease.  Here are the major issues, all of which have been noted by other reviewers:<br /><br />First, the black coloring is much more reflective then the picture suggests.  The surface still reflects a fair amount of light and the actual black color is more of a semi-gloss than a matt.<br /><br />Second - the rear back door is NOT removable.  I have no idea why GoPro decided to modify the design of an otherwise great idea.  So none of your rear doors fit this housing, which further greatly limits its usefulness.<br /><br />Lastly - the lens is a permanent part of this housing and cannot be replaces.  With the cost of a lens replacements kit much lower than the cost of a new housing, it's been much more cost effective to switch out the lens in the past.  But with this housing, one decent scratch on the lens spells doom for this housing.<br /><br />I think GoPro had a solid idea, but for whatever reason that designed this so poorly and deviated from a previously great design that they actually doomed this housing.<br /><br />Save your money....",6/21/2014
US,16467150,R3FXT8O9PSG73Y,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,looks great!,"it is what it is, a blackout housing nothing complicated, looks great!",1/14/2015
US,16801686,R1TB77PAGDIKH4,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Five Stars,ok,7/28/2015
US,16847385,R3QN6VUMU21NO,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,4,0,0,N,Y,great quality.,"God product , great quality... Just one thing , and it's that you can see the led light",3/25/2015
US,17636627,R2S79TGMKHA5JU,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,High quality housing.,High quality housing for my goPro.,5/6/2015
US,17912541,R3M77AJZP03OBV,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Oh baby!,"I love this housing. It definitely looks less tacky when wearing it around, and to my surprise it came with both a skeleton backdoor AND a waterproof backdoor. If you're looking at buying one of these, DO IT, but be smart and order a lens cover as well. :)",9/16/2014
US,18192488,R365WXT66DDXAO,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,I absolutely love the black housing for my GoPro,I absolutely love the black housing for my GoPro. I just like the way it looks versus the clear case that comes with the GoPro.,8/27/2014
US,18752257,RRZ2Q2IGTRN7H,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Five Stars,Nice case less distracting to the little birds.,9/26/2014
US,19144496,R30JHACG4V5WQW,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,1,1,4,N,N,50 bucks? Seriously? Just used some electric tape ...,50 bucks? Seriously? Just used some electric tape and an exacto knife to cut out the buttons and the back door.,1/6/2015
US,19369002,RP2EEQUFAJA9W,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Love the blackout case and how it looks on my ...,Love the blackout case and how it looks on my GroPro. Only downside is I have the GoPro with the viewing screen on the back and the back of the case is black so the view screen isn't visible anymore. If I had done my research I would have figured that out but nonetheless I am happy with this case.,8/20/2015
US,19670369,RD4I1S9PH1Y3C,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Love it.,"Stylish, and perfect case. If you dont care about the blinking lights, this stealthy case is awesome!",8/26/2014
US,20033425,R2S1JGRE8GXI9H,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,1,1,N,Y,Filming like a spy,"This is perfect for filming discreetly, This is now my new favorite case. Don't forget to turn off any audible sounds your go pro makes for more discretion",6/29/2014
US,20203848,R1MAYZHBZC5TPH,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,4,3,3,N,Y,"solidly built, does its job","cool little extra thing i bought and didn't really need. 4 stars just bc the price is high. solidly built and will do what it's supposed to do, hide blinking lights from prey fish while diving.",7/30/2014
US,21112320,R214AC8ZP29C3M,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,3,3,6,N,N,"Falls Short of ""special ops filming""","This appears to be along the GoPro line of really good idea brought up to 75% of being as effective as it could be if the rocket scientists at Go Pro would think a little bit.<br /><br />Ask yourself this question.  What kind of &#34;special ops filming&#34; can one do in the less than 45min life of a battery charge?  Not much!  With a little bit of ingenuity I made a low profile kit for my Hero3+ that gives me 6 hours of video at one sitting.  I'm limited to 6hours because the raw video is so large and the camera will not recognize a 128gB SD card.  The external battery will charge the camera for 12+ hours.  I'm not concerned about water tight because the wet lens would distort the image anyway.<br /><br />This is what I use.<br /><br />http://www.amazon.com/gp/product/B00GLJBYRC/ref=oh_aui_detailpage_o06_s00?ie=UTF8&psc=1  You can spray paint this and eliminate the below.  Low quality, the latch came off mine but made up for with the cover below.<br /><br />http://www.amazon.com/gp/product/B00DYQQEES/ref=oh_aui_detailpage_o04_s00?ie=UTF8&psc=1<br /><br />http://www.amazon.com/gp/product/B00C78YJQY/ref=oh_aui_detailpage_o03_s00?ie=UTF8&psc=1<br /><br />Come on GoPro, give us something we can use.",10/4/2014
US,21326266,R13YPFL6MQ8PWW,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,1,2,N,N,I LOVE IT! This is such a great product I ...,I LOVE IT!  This is such a great product I would by again in a minute if it broke!  Nice and stealth and sometimes that is what you need.<br /><br />Thanks!,7/31/2014
US,22007140,R1EZVT3JWXITQL,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,Works great with my GoPro 4 Silver!,Bought this for my GoPro 4 Silver as an alternative to my clear case. Looks and works perfect.,1/14/2015
US,22591528,R2773R3RR09Y8Q,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,1,N,Y,Black on Black is Always Awesome,Fast Shipping. Received what was described. Would highly recommend it for any g0-pro users who want that ninja look.,7/9/2014
US,22656286,R22WNE24CP6KD3,B00J9RO4Y8,121263,GoPro Blackout Housing,Camera,5,0,0,N,Y,I love the size of the gopro but I feel like ...,"This is fairly clever.  I love the size of the gopro but I feel like usually it stands out a lot in certain situations, for example wanting to use it while traveling in Mexico, Vietnam, Morocco, I didn't really want to hold it out and say look at me while walking through the streets.  This was definitely dialed it down and kept it very casual.  Thanks!",11/17/2014
